Brand,Body,Mileage,EngineV,Engine Type,Registration,Year,Model,Price
Renault,hatch,100,1.5,Diesel,yes,2009,Megane,9500
Mitsubishi,sedan,136,2,Petrol,yes,2008,Lancer X,9500
Renault,vagon,78,1.5,Diesel,yes,2014,Kangoo,9500
Renault,sedan,88,1.6,Gas,yes,2012,Fluence,9500
Renault,sedan,89,1.6,Petrol,yes,2012,Fluence,9500
Mercedes-Benz,vagon,180,3.2,Diesel,yes,2002,E-Class,9500
Toyota,sedan,125,1.6,Petrol,yes,2009,Corolla,9500
Toyota,other,90,1.6,Other,yes,2008,Corolla,9500
Toyota,hatch,103,1.6,Petrol,yes,2008,Auris,9500
Audi,vagon,160,2.7,Gas,yes,2003,A6 Allroad,9500
Audi,vagon,165,2.7,Gas,yes,2003,A6 Allroad,9500
Audi,other,0,NA,Other,yes,2003,A6,9500
BMW,sedan,400,3.5,Gas,yes,1999,735,9500
BMW,sedan,339,3,Diesel,yes,2001,530,9500
BMW,sedan,315,2.5,Diesel,yes,2001,525,9500
BMW,sedan,217,2.2,Petrol,yes,2002,320,9500
Audi,sedan,255,2.5,Diesel,yes,2002,A6,9499
Mitsubishi,sedan,125,2,Gas,yes,2008,Lancer X,9450
Renault,vagon,215,1.5,Diesel,yes,2008,Laguna,9450
Mercedes-Benz,van,250,2.2,Diesel,yes,2005,Vito,9400
Renault,van,270,2,Diesel,yes,2007,Trafic,9400
Volkswagen,vagon,176,1.9,Diesel,yes,2005,Passat B5,9400
Volkswagen,hatch,187,1.6,Petrol,yes,2008,Golf V,9400
Toyota,sedan,140,1.6,Petrol,yes,2008,Corolla,9400
Volkswagen,van,124,2,Gas,yes,2008,Caddy,9400
Toyota,sedan,148,1.8,Gas,yes,2008,Avensis,9400
BMW,sedan,221,4.4,Gas,yes,2004,745,9400
Mercedes-Benz,van,160,2.2,Diesel,yes,2008,Vito,9350
Mitsubishi,sedan,94,1.5,Gas,yes,2010,Lancer X,9350
Mercedes-Benz,van,159,2.2,Diesel,yes,2010,Vito,9300
Renault,van,94,2,Diesel,yes,2012,Trafic,9300
Volkswagen,van,176,1.9,Diesel,yes,2005,T5 (Transporter),9300
Volkswagen,van,220,2.5,Diesel,yes,2003,T4 (Transporter),9300
Volkswagen,vagon,150,2,Petrol,yes,2008,Passat B6,9300
Volkswagen,sedan,148,2,Petrol,yes,2006,Passat B6,9300
Mitsubishi,crossover,156,2.4,Gas,yes,2006,Outlander,9300
Renault,vagon,184,1.5,Diesel,yes,2011,Megane,9300
Mitsubishi,sedan,95,2,Petrol,yes,2008,Lancer X,9300
Mitsubishi,sedan,95,2,Petrol,yes,2007,Lancer X,9300
Renault,van,200,1.5,Diesel,yes,2009,Grand Scenic,9300
Renault,sedan,94,1.5,Diesel,yes,2011,Fluence,9300
Mercedes-Benz,sedan,342,2.6,Petrol,yes,2003,E-Class,9300
Mercedes-Benz,sedan,270,2.7,Diesel,yes,2001,E-Class,9300
Toyota,sedan,185,1.6,Gas,yes,2008,Corolla,9300
Volkswagen,van,200,1.6,Diesel,yes,2011,Caddy,9300
Volkswagen,van,154,2,Gas,yes,2010,Caddy,9300
Toyota,sedan,107,1.8,Gas,yes,2007,Avensis,9300
Toyota,sedan,170,1.8,Gas,yes,2006,Avensis,9300
Audi,sedan,186,2.8,Petrol,yes,2000,A6,9300
Mercedes-Benz,sedan,350,2.7,Diesel,yes,2000,E-Class,9299
Volkswagen,sedan,200,2,Diesel,yes,2007,Passat B6,9250
Renault,vagon,220,1.5,Diesel,yes,2010,Megane,9250
Mercedes-Benz,van,266,2.2,Diesel,yes,2008,Vito,9200
Volkswagen,van,248,1.9,Diesel,yes,2007,T5 (Transporter),9200
Volkswagen,van,268,2.5,Diesel,yes,2003,T4 (Transporter),9200
Renault,hatch,12,1.2,Petrol,yes,2013,Sandero,9200
Volkswagen,sedan,195,2,Petrol,yes,2006,Passat B6,9200
Mitsubishi,crossover,110,2.4,Petrol,yes,2006,Outlander,9200
Mitsubishi,sedan,92,2,Petrol,yes,2010,Lancer X,9200
Mitsubishi,sedan,84,2,Petrol,yes,2009,Lancer X,9200
Mitsubishi,sedan,48,1.5,Petrol,yes,2008,Lancer X,9200
Mitsubishi,sedan,115,2,Petrol,yes,2008,Lancer X,9200
Mitsubishi,sedan,163,2,Petrol,yes,2008,Lancer X,9200
Mitsubishi,other,0,NA,Other,yes,2007,Lancer X,9200
Volkswagen,vagon,107,1.6,Petrol,yes,2010,Golf Variant,9200
Volkswagen,other,156,1.9,Diesel,yes,2009,Golf Variant,9200
Volkswagen,hatch,127,1.6,Petrol,yes,2007,Golf V,9200
Mercedes-Benz,other,280,2.4,Petrol,yes,2003,E-Class,9200
Mercedes-Benz,sedan,172,2.8,Petrol,yes,1997,E-Class,9200
Toyota,sedan,115,1.6,Gas,yes,2008,Corolla,9200
Renault,vagon,155,1.5,Diesel,yes,2010,Clio,9200
Toyota,sedan,250,2.4,Gas,yes,2003,Camry,9200
Volkswagen,vagon,171,1.6,Petrol,yes,2008,Caddy,9200
Renault,van,220,2,Diesel,yes,2007,Trafic,9150
Mercedes-Benz,sedan,273,2.7,Diesel,yes,2000,E-Class,9150
Toyota,hatch,87,1.6,Petrol,yes,2008,Auris,9150
Renault,van,166,2,Diesel,yes,2012,Trafic,9100
Renault,vagon,176,1.5,Diesel,yes,2011,Scenic,9100
Toyota,sedan,151,1.6,Gas,yes,2007,Corolla,9100
BMW,sedan,230,2,Gas,yes,2004,318,9100
Toyota,sedan,43,1.3,Petrol,yes,2014,Corolla,9003.15
Renault,van,158,2,Diesel,yes,2012,Trafic,9000
Volkswagen,sedan,223,2.5,Diesel,yes,2007,T5 (Transporter),9000
Volkswagen,other,217,2.5,Diesel,yes,2005,T5 (Transporter),9000
Volkswagen,van,275,2.5,Diesel,yes,2002,T4 (Transporter),9000
Renault,vagon,178,2,Petrol,yes,2008,Scenic,9000
Mercedes-Benz,sedan,198,4,Diesel,yes,2002,S 400,9000
Volkswagen,sedan,59,1.6,Gas,yes,2013,Polo,9000
Volkswagen,sedan,51,1.6,Petrol,yes,2013,Polo,9000
Volkswagen,hatch,120,1.2,Diesel,yes,2012,Polo,9000
Volkswagen,sedan,130,1.6,Petrol,yes,2012,Polo,9000
Volkswagen,sedan,135,1.6,Gas,yes,2011,Polo,9000
Volkswagen,sedan,59,2,Petrol,no,2010,Passat B6,9000
Mitsubishi,crossover,200,2,Gas,yes,2006,Outlander,9000
Mercedes-Benz,crossover,220,3.2,Gas,yes,1999,ML 320,9000
Renault,hatch,56,1.6,Petrol,yes,2011,Megane,9000
Renault,vagon,179,1.5,Diesel,yes,2010,Megane,9000
Renault,vagon,190,1.5,Diesel,yes,2009,Megane,9000
Toyota,crossover,180,1.8,Gas,yes,2003,Matrix,9000
Mitsubishi,sedan,110,2,Petrol,yes,2008,Lancer X,9000
Mitsubishi,sedan,158,NA,Other,yes,2007,Lancer,9000
Volkswagen,sedan,178,1.9,Diesel,yes,2009,Jetta,9000
Volkswagen,hatch,95,1.6,Gas,yes,2005,Golf V,9000
Mitsubishi,sedan,78,2.4,Gas,yes,2006,Galant,9000
Toyota,sedan,232,2.4,Petrol,yes,2005,Camry,9000
Volkswagen,van,181,1.6,Diesel,yes,2011,Caddy,9000
Volkswagen,other,212,2,Gas,yes,2007,Caddy,9000
Audi,vagon,199,2.7,Petrol,yes,2003,A6 Allroad,9000
Audi,sedan,158,2,Gas,yes,2003,A4,9000
BMW,sedan,245,3,Diesel,yes,2001,730,9000
BMW,sedan,175,3,Petrol,no,2006,330,9000
BMW,sedan,225,2.2,Gas,yes,2002,320,9000
Mercedes-Benz,van,360,2.2,Diesel,yes,2006,Vito,8999
Renault,other,126,2,Diesel,yes,2012,Trafic,8999
Volkswagen,vagon,161,2,Diesel,yes,2008,Passat B6,8999
Volkswagen,sedan,120,2,Petrol,yes,2008,Passat B6,8999
Volkswagen,sedan,120,1.9,Diesel,yes,2007,Passat B6,8999
Renault,vagon,100,1.5,Diesel,yes,2009,Kangoo,8999
Volkswagen,van,125,1.6,Diesel,yes,2011,Caddy,8999
Audi,vagon,190,2.7,Gas,yes,2004,A6 Allroad,8999
Audi,vagon,200,2.7,Petrol,yes,2003,A6 Allroad,8999
BMW,sedan,221,4.5,Petrol,yes,2002,745,8999
BMW,sedan,270,2.8,Petrol,yes,1998,528,8999
BMW,other,160,1.8,Petrol,yes,1997,318,8999
BMW,sedan,250,1.9,Petrol,yes,2001,316,8999
BMW,other,300,2.2,Petrol,yes,2002,320,8990
Volkswagen,sedan,133,1.6,Petrol,yes,2012,Polo,8950
Volkswagen,sedan,140,1.6,Petrol,yes,2012,Polo,8950
Mercedes-Benz,sedan,154,3.5,Gas,no,2005,CLS 350,8950
Volkswagen,van,170,1.6,Diesel,yes,2013,Caddy,8950
Volkswagen,van,206,1.6,Diesel,yes,2012,Caddy,8950
Toyota,hatch,118,1.6,Petrol,yes,2008,Auris,8950
Volkswagen,hatch,103,1.4,Petrol,yes,2012,Polo,8910.53
Renault,van,150,2,Diesel,yes,2009,Trafic,8900
Renault,van,181,1.9,Diesel,yes,2006,Trafic,8900
Renault,van,170,1.9,Diesel,yes,2005,Trafic,8900
Volkswagen,van,264,2.5,Diesel,yes,2003,T4 (Transporter),8900
Toyota,crossover,153,2,Petrol,yes,2003,Rav 4,8900
Toyota,other,180,2,Petrol,yes,2003,Rav 4,8900
Volkswagen,sedan,144,1.6,Petrol,yes,2013,Polo,8900
Volkswagen,sedan,62,1.6,Petrol,yes,2012,Polo,8900
Volkswagen,hatch,128,1.4,Petrol,yes,2010,Polo,8900
Mitsubishi,hatch,125,1.8,Petrol,yes,2009,Lancer X Sportback,8900
Mitsubishi,sedan,96,2,Petrol,yes,2008,Lancer X,8900
Volkswagen,sedan,185,1.6,Petrol,yes,2007,Jetta,8900
Volkswagen,sedan,160,1.6,Petrol,yes,2006,Jetta,8900
Volkswagen,hatch,90,1.9,Diesel,yes,2009,Golf V,8900
Mitsubishi,other,150,3,Petrol,yes,2000,Eclipse,8900
Toyota,sedan,154,1.6,Gas,yes,2008,Corolla,8900
Toyota,sedan,87,1.6,Petrol,yes,2008,Corolla,8900
Toyota,sedan,115,1.6,Petrol,yes,2008,Corolla,8900
Mercedes-Benz,other,213,5,Other,yes,1999,CL 500,8900
Volkswagen,van,167,2,Gas,yes,2011,Caddy,8900
Volkswagen,other,180,1.9,Diesel,yes,2010,Caddy,8900
Volkswagen,van,100,1.4,Gas,yes,2009,Caddy,8900
Volkswagen,van,169,1.9,Diesel,yes,2008,Caddy,8900
Volkswagen,van,272,1.9,Diesel,yes,2005,Caddy,8900
Toyota,hatch,140,1.6,Petrol,yes,2008,Auris,8900
Mercedes-Benz,hatch,155,1.5,Petrol,yes,2005,A 150,8900
BMW,sedan,256,2.2,Petrol,yes,2002,5 Series,8900
BMW,sedan,234,3.5,Gas,yes,1999,735,8900
BMW,sedan,250,2.5,Diesel,yes,2001,525,8900
BMW,sedan,250,2.5,Petrol,yes,2000,525,8900
BMW,sedan,294,2.2,Gas,yes,2000,520,8900
BMW,vagon,274,2,Diesel,no,2007,320,8900
BMW,sedan,240,2,Diesel,yes,2001,320,8900
BMW,other,253,1.8,Petrol,yes,1995,318,8900
Volkswagen,vagon,198,1.9,Other,yes,2004,Passat B5,8899
BMW,sedan,170,2.2,Petrol,yes,2001,520,8899
Toyota,sedan,172,1.8,Gas,yes,2005,Avensis,8888
BMW,vagon,280,2.5,Diesel,yes,2000,525,8850
BMW,crossover,284,3,Diesel,no,2004,X5,8800
Renault,van,205,1.9,Diesel,yes,2006,Trafic,8800
Renault,van,250,1.9,Diesel,yes,2006,Trafic,8800
Renault,van,200,1.9,Diesel,yes,2005,Trafic,8800
Volkswagen,van,260,2.5,Diesel,yes,2008,T5 (Transporter),8800
Volkswagen,van,193,2.5,Diesel,yes,2005,T5 (Transporter),8800
Volkswagen,van,240,1.9,Diesel,yes,2003,T5 (Transporter),8800
Mercedes-Benz,other,575,2.2,Diesel,yes,2006,Sprinter 313,8800
Mercedes-Benz,sedan,330,5,Petrol,yes,2000,S 500,8800
Toyota,crossover,205,2,Petrol,yes,2002,Rav 4,8800
Volkswagen,hatch,168,1.2,Diesel,yes,2013,Polo,8800
Volkswagen,sedan,86,1.6,Petrol,yes,2012,Polo,8800
Volkswagen,other,217,1.9,Diesel,yes,2005,Passat B5,8800
Toyota,crossover,388,4.2,Diesel,yes,1997,Land Cruiser 80,8800
Mitsubishi,sedan,105,2,Gas,yes,2008,Lancer X,8800
Toyota,sedan,300,2.4,Petrol,yes,2004,Camry,8800
Volkswagen,van,93,1.6,Diesel,yes,2012,Caddy,8800
Volkswagen,van,145,2,Gas,yes,2011,Caddy,8800
Toyota,sedan,165,1.8,Petrol,yes,2007,Avensis,8800
Audi,sedan,298,2.4,Gas,yes,1999,A6,8800
Audi,sedan,205,1.8,Petrol,yes,2003,A4,8800
BMW,sedan,287,3,Petrol,yes,2001,530,8800
Mitsubishi,sedan,180,20,Petrol,yes,2007,Lancer X,8777
Volkswagen,sedan,32,NA,Other,no,2015,Jetta,8757
Volkswagen,van,200,2.5,Diesel,yes,2006,T5 (Transporter),8750
Renault,vagon,46,1.6,Petrol,yes,2012,Logan,8750
Mercedes-Benz,van,290,2.2,Diesel,yes,2005,Vito,8700
Mercedes-Benz,other,280,NA,Diesel,yes,2001,Vito,8700
Renault,van,183,1.9,Diesel,yes,2004,Trafic,8700
Volkswagen,van,158,2.5,Diesel,yes,2003,T5 (Transporter),8700
Volkswagen,other,357,2.5,Diesel,yes,2003,T4 (Transporter),8700
Volkswagen,van,244,2.5,Diesel,yes,2001,T4 (Transporter),8700
Volkswagen,other,520,2.5,Diesel,yes,1999,T4 (Transporter),8700
Mercedes-Benz,other,260,2.2,Diesel,yes,2003,Sprinter 213,8700
Renault,hatch,21,1.6,Petrol,yes,2011,Sandero,8700
Mercedes-Benz,sedan,210,5,Petrol,yes,1997,S 500,8700
Volkswagen,hatch,148,1.4,Other,yes,2008,Polo,8700
Volkswagen,vagon,250,1.9,Diesel,yes,2002,Passat B5,8700
Renault,hatch,100,1.5,Diesel,yes,2010,Megane,8700
Renault,vagon,123,1.5,Diesel,yes,2009,Megane,8700
Mitsubishi,sedan,80,1.5,Petrol,yes,2008,Lancer X,8700
Mitsubishi,sedan,143,2,Gas,yes,2007,Lancer X,8700
Mitsubishi,sedan,150,2.4,Gas,yes,2007,Galant,8700
Mercedes-Benz,sedan,240,2.2,Diesel,yes,2000,E-Class,8700
Mercedes-Benz,sedan,196,2,Gas,yes,2000,E-Class,8700
Mercedes-Benz,sedan,290,2.7,Diesel,yes,1999,E-Class,8700
Toyota,sedan,131,1.6,Gas,yes,2007,Corolla,8700
Volkswagen,sedan,270,NA,Diesel,yes,2009,Caddy,8700
Toyota,hatch,38,1.6,Petrol,yes,2008,Auris,8700
Toyota,hatch,140,NA,Petrol,yes,2008,Auris,8700
Audi,sedan,202,3.7,Gas,yes,1998,A8,8700
BMW,other,212,3,Diesel,no,2004,730,8700
BMW,sedan,355,3,Diesel,yes,2000,730,8700
Mercedes-Benz,van,344,2.2,Diesel,yes,2006,Vito,8650
Volkswagen,van,238,2.5,Diesel,yes,2002,T4 (Transporter),8650
Volkswagen,hatch,150,1.4,Petrol,yes,2008,Golf V,8650
Toyota,sedan,132,1.6,Petrol,yes,2008,Corolla,8650
Volkswagen,van,108,1.6,Diesel,yes,2013,Caddy,8650
Mitsubishi,sedan,145,2,Petrol,yes,2009,Lancer X,8600
Renault,van,100,1.5,Diesel,yes,2012,Kangoo,8600
Mercedes-Benz,sedan,240,3.2,Diesel,yes,2001,E-Class,8600
Toyota,sedan,126,1.6,Petrol,yes,2008,Corolla,8600
Renault,hatch,84,1.5,Diesel,yes,2012,Clio,8600
Audi,sedan,260,2.5,Diesel,yes,2002,A6,8600
Audi,sedan,154,1.8,Petrol,yes,2001,A6,8600
Volkswagen,van,169,1.6,Diesel,yes,2011,Caddy,8599
Renault,van,160,1.5,Diesel,yes,2014,Kangoo,8550
Mercedes-Benz,van,270,2.2,Diesel,yes,2004,Vito,8500
Mercedes-Benz,van,281,2.2,Diesel,yes,2004,Vito,8500
Toyota,vagon,200,2,Petrol,yes,1999,Vista,8500
Volkswagen,van,210,2.5,Diesel,yes,2003,T4 (Transporter),8500
Volkswagen,van,220,2.5,Diesel,yes,2003,T4 (Transporter),8500
Mercedes-Benz,van,630,2.9,Diesel,yes,1998,Sprinter 312,8500
Mercedes-Benz,van,350,2.2,Diesel,yes,2004,Sprinter 211,8500
Renault,van,157,1.5,Diesel,no,2013,Scenic,8500
Mercedes-Benz,sedan,388,4.3,Gas,yes,2000,S 430,8500
Volkswagen,sedan,87,1.6,Petrol,yes,2011,Polo,8500
Volkswagen,sedan,220,2,Other,yes,2005,Passat B5,8500
Volkswagen,vagon,200,1.9,Diesel,yes,2003,Passat B5,8500
Mitsubishi,crossover,320,3,Gas,yes,2000,Pajero Sport,8500
Mercedes-Benz,other,210,4.3,Gas,yes,2000,ML 430,8500
Renault,sedan,57,1.2,Gas,yes,2013,Logan,8500
Mitsubishi,other,135,1.5,Gas,yes,2008,Lancer X,8500
Mitsubishi,sedan,110,2,Petrol,yes,2008,Lancer X,8500
Mitsubishi,sedan,116,1.5,Petrol,yes,2008,Lancer X,8500
Mercedes-Benz,sedan,500,3.2,Diesel,yes,2000,E-Class,8500
Toyota,sedan,168,1.6,Petrol,yes,2008,Corolla,8500
Mitsubishi,hatch,65,1.3,Petrol,yes,2010,Colt,8500
Renault,vagon,130,1.5,Diesel,yes,2012,Clio,8500
Volkswagen,other,200,1.6,Diesel,yes,2011,Caddy,8500
Volkswagen,van,230,1.9,Diesel,yes,2008,Caddy,8500
Volkswagen,van,184,2,Diesel,yes,2007,Caddy,8500
Volkswagen,van,216,1.9,Diesel,yes,2005,Caddy,8500
Volkswagen,hatch,141,2,Petrol,yes,2000,Beetle,8500
Toyota,hatch,55,1,Petrol,yes,2011,Aygo,8500
Toyota,hatch,93,1.6,Petrol,yes,2007,Auris,8500
Audi,sedan,247,2.5,Diesel,yes,2001,A6,8500
Audi,sedan,253,2.5,Diesel,yes,2001,A6,8500
BMW,sedan,365,3,Diesel,yes,2001,530,8500
BMW,sedan,245,2.2,Petrol,yes,2002,523,8500
BMW,sedan,260,2.2,Gas,yes,2001,520,8500
BMW,sedan,352,2.17,Petrol,yes,2001,520,8500
BMW,other,265,2.8,Gas,yes,1998,328,8500
BMW,sedan,284,1.9,Gas,yes,2000,316,8500
Volkswagen,sedan,101,1.6,Petrol,yes,2012,Polo,8499
Renault,van,120,1.5,Diesel,yes,2014,Kangoo,8499
Toyota,sedan,193,1.6,Gas,yes,2007,Corolla,8450
Toyota,other,150,2.7,Gas,yes,2005,Tacoma,8420
Renault,van,248,2.5,Diesel,yes,2005,Trafic,8400
Renault,van,260,1.9,Diesel,yes,2005,Trafic,8400
Volkswagen,van,300,2.5,Diesel,yes,2004,T5 (Transporter),8400
Mercedes-Benz,other,457,5,Gas,yes,1996,S 140,8400
Volkswagen,hatch,60,1.39,Petrol,yes,2007,Polo,8400
Volkswagen,sedan,230,1.8,Gas,yes,2003,Passat B5,8400
Mitsubishi,crossover,100,3.2,Diesel,yes,2011,Pajero Wagon,8400
Mitsubishi,sedan,91,1.5,Petrol,yes,2009,Lancer X,8400
Mitsubishi,sedan,250,2,Petrol,yes,2007,Lancer X,8400
Mitsubishi,sedan,147,2,Petrol,yes,2007,Lancer,8400
Renault,hatch,84,1.5,Diesel,yes,2011,Kangoo,8400
Toyota,sedan,195,2.4,Gas,yes,2004,Camry,8400
Volkswagen,van,143,1.6,Diesel,yes,2011,Caddy,8400
Audi,sedan,260,1.8,Gas,yes,2003,A4,8400
BMW,sedan,220,2.2,Gas,yes,2001,5 Series,8400
BMW,sedan,297,2.2,Petrol,yes,2000,320,8400
Renault,other,141,1.5,Other,yes,2012,Megane,8350
Mitsubishi,sedan,98,1.5,Petrol,yes,2010,Lancer X,8350
Volkswagen,hatch,200,1.4,Petrol,yes,2005,Golf V,8350
Volkswagen,van,1,1.6,Diesel,yes,2011,Caddy,8350
Mercedes-Benz,van,230,2.2,Diesel,yes,2004,Vito,8300
Mercedes-Benz,van,337,2.2,Diesel,yes,2002,Vito,8300
Renault,van,141,2,Diesel,yes,2011,Trafic,8300
Renault,van,217,1.9,Diesel,yes,2004,Trafic,8300
Volkswagen,other,151,2,Petrol,yes,2005,T5 (Transporter),8300
Mitsubishi,crossover,161,2,Petrol,yes,2005,Outlander,8300
Renault,hatch,168,1.6,Petrol,yes,2009,Laguna,8300
Renault,van,137,1.5,Diesel,yes,2014,Kangoo,8300
Renault,van,127,1.5,Diesel,yes,2011,Kangoo,8300
Renault,van,221,1.5,Diesel,yes,2009,Kangoo,8300
Renault,van,177,1.5,Diesel,yes,2007,Grand Scenic,8300
Volkswagen,hatch,147,1.6,Gas,yes,2006,Golf Plus,8300
Mercedes-Benz,sedan,175,3.2,Diesel,no,2006,E-Class,8300
Mercedes-Benz,sedan,175,2,Petrol,yes,2001,E-Class,8300
Toyota,hatch,136,1.6,Petrol,yes,2007,Corolla,8300
Toyota,sedan,140,3,Petrol,yes,2002,Camry,8300
Toyota,sedan,168,2,Petrol,yes,2004,Avensis,8300
Audi,sedan,186,2.5,Diesel,yes,1996,A6,8300
BMW,sedan,200,4.4,Petrol,yes,2001,740,8300
BMW,sedan,197,3,Petrol,yes,2001,530,8300
Mercedes-Benz,sedan,233,3.2,Diesel,yes,2001,320,8300
Renault,sedan,19,1.2,Petrol,yes,2013,Logan,8299
Mitsubishi,sedan,65,1.5,Petrol,yes,2011,Lancer,8260
Renault,sedan,16,1.2,Petrol,yes,2014,Logan,8250
Renault,van,66,1.5,Diesel,yes,2014,Kangoo,8250
Renault,sedan,148,NA,Other,yes,2011,Kangoo,8250
Toyota,hatch,82,1.3,Petrol,yes,2006,Yaris,8200
Mercedes-Benz,other,199,2.2,Diesel,yes,2001,Vito,8200
Mercedes-Benz,sedan,260,3,Diesel,yes,1997,S 300,8200
Toyota,crossover,212,2,Gas,yes,2003,Rav 4,8200
Toyota,crossover,200,2,Gas,yes,2002,Rav 4,8200
Volkswagen,hatch,164,1.4,Petrol,yes,2008,Polo,8200
Volkswagen,sedan,258,1.9,Diesel,yes,2004,Passat B5,8200
Mitsubishi,crossover,210,2.4,Gas,yes,2007,Outlander,8200
Renault,vagon,192,1.5,Diesel,yes,2010,Logan,8200
Mitsubishi,sedan,139,1.5,Other,yes,2012,Lancer X,8200
Mitsubishi,sedan,160,2,Gas,yes,2007,Lancer X,8200
Renault,hatch,79,1.6,Petrol,yes,2008,Laguna,8200
Renault,vagon,180,1.6,Gas,yes,2010,Kangoo,8200
Volkswagen,sedan,180,NA,Petrol,yes,2007,Jetta,8200
Volkswagen,hatch,157,1.6,Petrol,yes,2008,Golf Plus,8200
Mercedes-Benz,sedan,280,2.4,Gas,yes,1997,E-Class,8200
Toyota,vagon,204,1.4,Diesel,yes,2005,Corolla,8200
Volkswagen,van,265,2.5,Diesel,no,2007,Caravelle,8200
Volkswagen,other,102,1.6,Diesel,yes,2012,Caddy,8200
Audi,other,326,2.5,Diesel,yes,2002,A6,8200
BMW,sedan,210,3.5,Petrol,yes,1999,735,8200
BMW,sedan,238,3,Diesel,no,2004,730,8200
BMW,sedan,368,3,Diesel,yes,2000,730,8200
BMW,sedan,250,4.4,Petrol,yes,1997,540,8200
BMW,sedan,287,2.5,Gas,yes,1999,525,8200
BMW,sedan,241,2,Petrol,yes,1998,320,8200
Audi,sedan,162,2,Petrol,yes,2004,A4,8150
BMW,crossover,175,3,Gas,no,2005,X5,8100
Mercedes-Benz,van,330,2.2,Diesel,yes,2001,Vito,8100
Renault,van,206,1.9,Diesel,yes,2005,Trafic,8100
Renault,van,219,2.5,Diesel,yes,2010,Master,8100
Mitsubishi,sedan,113,2,Petrol,yes,2007,Lancer X,8100
Renault,van,135,NA,Diesel,yes,2008,Kangoo,8100
Renault,crossover,90,1.9,Diesel,yes,2005,Kangoo,8100
Volkswagen,sedan,198,1.6,Petrol,yes,2007,Jetta,8100
Mitsubishi,sedan,112,2.4,Petrol,yes,2007,Galant,8100
Toyota,hatch,91,1.6,Petrol,yes,2007,Auris,8100
Audi,vagon,302,2.5,Diesel,yes,2000,A6,8100
BMW,sedan,246,3,Diesel,yes,2000,530,8100
BMW,sedan,245,2,Diesel,no,2007,320,8100
BMW,vagon,180,2,Diesel,no,2011,118,8100
BMW,crossover,214,4.4,Petrol,no,2000,X5,8000
Mercedes-Benz,van,250,2.2,Diesel,yes,2006,Vito,8000
Mercedes-Benz,van,280,2.2,Diesel,yes,2005,Vito,8000
Mercedes-Benz,other,245,2.2,Diesel,yes,2004,Vito,8000
Mercedes-Benz,other,230,2.2,Diesel,yes,2001,Vito,8000
Mercedes-Benz,van,293,NA,Diesel,yes,1999,Vito,8000
Volkswagen,hatch,41,1,Petrol,yes,2012,Up,8000
Renault,van,189,1.9,Diesel,yes,2005,Trafic,8000
Renault,van,207,1.9,Diesel,yes,2003,Trafic,8000
Volkswagen,other,300,2.5,Diesel,yes,2007,T5 (Transporter),8000
Volkswagen,van,350,1.9,Diesel,yes,2004,T5 (Transporter),8000
Mercedes-Benz,van,40,2.9,Diesel,yes,1999,Sprinter 212,8000
Renault,hatch,50,1.6,Petrol,yes,2012,Sandero,8000
Mitsubishi,crossover,220,2.4,Gas,yes,2004,Outlander,8000
Mercedes-Benz,crossover,314,99.99,Gas,yes,2000,ML 320,8000
Renault,sedan,175,2,Gas,yes,2005,Megane,8000
Mitsubishi,sedan,67,1.5,Petrol,yes,2009,Lancer X,8000
Mitsubishi,sedan,145,2,Gas,yes,2007,Lancer,8000
Mitsubishi,sedan,207,1.6,Gas,yes,2007,Lancer,8000
Mitsubishi,sedan,119,NA,Petrol,yes,2007,Lancer,8000
Mercedes-Benz,sedan,300,2,Petrol,yes,2000,E-Class,8000
Toyota,hatch,115,1.6,Petrol,yes,2007,Corolla,8000
Toyota,sedan,176,3,Petrol,yes,2002,Camry,8000
Audi,sedan,234,4.2,Gas,no,2004,A8,8000
Audi,vagon,200,2.7,Diesel,yes,2006,A6,8000
Audi,sedan,234,2.4,Petrol,yes,1998,A6,8000
BMW,sedan,330,NA,Diesel,yes,1997,525,8000
BMW,sedan,194,2,Petrol,yes,1985,520,8000
Mercedes-Benz,van,255,2.2,Diesel,yes,2004,Vito,7999
Volkswagen,van,210,1.6,Gas,yes,2004,Touran,7999
Renault,van,154,1.5,Diesel,yes,2008,Scenic,7999
Renault,van,141,1.5,Diesel,yes,2006,Scenic,7999
Mitsubishi,sedan,78,1.5,Gas,yes,2011,Lancer X,7999
Mitsubishi,sedan,112,2,Petrol,yes,2008,Lancer X,7999
Renault,van,92,1.5,Diesel,yes,2013,Kangoo,7999
Audi,sedan,177,2.7,Gas,yes,2003,A6,7999
BMW,sedan,253,NA,Petrol,yes,1998,323,7998
Volkswagen,sedan,180,1.8,Gas,yes,2005,Passat B5,7990
Volkswagen,sedan,90,1.4,Petrol,yes,2003,New Beetle,7990
Volkswagen,van,144,2,Gas,yes,2012,Caddy,7950
Audi,vagon,167,2.5,Diesel,yes,2000,A6,7950
Mercedes-Benz,other,206,2.2,Diesel,yes,2004,Vito,7900
Mercedes-Benz,other,197,2.2,Diesel,yes,2003,Vito,7900
Mercedes-Benz,van,234,2.2,Diesel,yes,2002,Vito,7900
Renault,van,300,1.9,Diesel,yes,2006,Trafic,7900
Volkswagen,other,168,1.9,Diesel,yes,2006,T5 (Transporter),7900
Volkswagen,van,229,1.9,Diesel,yes,2001,T4 (Transporter),7900
Mercedes-Benz,van,427,2.9,Diesel,yes,1999,Sprinter 212,7900
